Fib,StateCode,Lat,Lang,Cases
26055,Michigan,44.70,-85.56,42
26057,Michigan,43.29,-84.61,21
26059,Michigan,41.89,-84.59,25
26061,Michigan,46.90,-88.68,22
26063,Michigan,43.83,-83.04,21
24021,Maryland,39.47,-77.40,195
26065,Michigan,42.60,-84.37,99
26069,Michigan,44.35,-83.63,6
26071,Michigan,46.21,-88.53,5
26073,Michigan,43.64,-84.85,19
26075,Michigan,42.25,-84.42,56
26077,Michigan,42.25,-85.53,90
26079,Michigan,44.69,-85.09,2
26081,Michigan,43.03,-85.55,271
26083,Michigan,47.63,-88.41,2
26085,Michigan,43.99,-85.80,2
26087,Michigan,43.09,-83.22,26
26067,Michigan,42.95,-85.07,27
24019,Maryland,38.45,-76.03,30
27173,Minnesota,44.72,-95.87,3
27029,Minnesota,47.58,-95.38,2
27031,Minnesota,47.91,-90.53,0
27033,Minnesota,44.01,-95.18,3
27035,Minnesota,46.48,-94.07,20
27037,Minnesota,44.67,-93.06,171
27039,Minnesota,44.02,-92.86,10
27041,Minnesota,45.93,-95.45,16
27043,Minnesota,43.67,-93.95,9
27045,Minnesota,43.67,-92.09,7
27047,Minnesota,43.67,-93.35,29
27049,Minnesota,44.41,-92.72,25
27051,Minnesota,45.93,-96.01,2
27053,Minnesota,45.01,-93.48,419
27055,Minnesota,43.67,-91.49,11
27057,Minnesota,47.11,-94.92,5
27059,Minnesota,45.56,-93.29,11
27061,Minnesota,47.51,-93.63,9
27063,Minnesota,43.67,-95.15,4
27065,Minnesota,45.95,-93.29,3
27067,Minnesota,45.15,-95.01,10
27069,Minnesota,48.78,-96.78,1
27027,Minnesota,46.89,-96.49,22
27071,Minnesota,48.25,-93.78,3
27025,Minnesota,45.50,-92.91,22
27021,Minnesota,46.95,-94.33,8
26145,Michigan,43.33,-84.05,79
26147,Michigan,42.93,-82.68,56
26149,Michigan,41.91,-85.53,36
26151,Michigan,43.42,-82.82,15
26153,Michigan,46.19,-86.20,1
26155,Michigan,42.95,-84.15,26
26157,Michigan,43.47,-83.42,19
26159,Michigan,42.25,-86.02,31
26161,Michigan,42.25,-83.84,119
26163,Michigan,42.28,-83.28,524
26165,Michigan,44.34,-85.58,12
27001,Minnesota,46.61,-93.41,3
27003,Minnesota,45.27,-93.25,124
27005,Minnesota,46.93,-95.67,10
27007,Minnesota,47.97,-94.94,14
27009,Minnesota,45.70,-94.00,19
27011,Minnesota,45.43,-96.41,1
27013,Minnesota,44.04,-94.07,23
27015,Minnesota,44.24,-94.73,8
27017,Minnesota,46.59,-92.68,12
27019,Minnesota,44.82,-93.80,30
27023,Minnesota,45.02,-95.56,2
27073,Minnesota,45.00,-96.17,3
27075,Minnesota,47.64,-91.45,6
27077,Minnesota,48.77,-94.90,2
27131,Minnesota,44.35,-93.30,35
27133,Minnesota,43.67,-96.25,4
27135,Minnesota,48.78,-95.81,3
27137,Minnesota,47.60,-92.47,71
27139,Minnesota,44.65,-93.53,58
27141,Minnesota,45.44,-93.78,33
27143,Minnesota,44.58,-94.23,3
27145,Minnesota,45.55,-94.61,58
27147,Minnesota,44.02,-93.23,14
27149,Minnesota,45.59,-96.00,2
27151,Minnesota,45.28,-95.68,2
27153,Minnesota,46.07,-94.90,5
27155,Minnesota,45.77,-96.47,2
27157,Minnesota,44.28,-92.23,13
27159,Minnesota,46.59,-94.97,4
27161,Minnesota,44.02,-93.59,8
27163,Minnesota,45.04,-92.88,104
27165,Minnesota,43.98,-94.61,2
27167,Minnesota,46.36,-96.47,2
27169,Minnesota,43.99,-91.78,19
27171,Minnesota,45.17,-93.96,49
27129,Minnesota,44.73,-94.95,5
27127,Minnesota,44.41,-95.25,5
27125,Minnesota,47.87,-96.10,0
27123,Minnesota,45.02,-93.10,180
27079,Minnesota,44.37,-93.73,9
27081,Minnesota,44.41,-96.27,1
27083,Minnesota,44.41,-95.84,10
27085,Minnesota,44.82,-94.27,10
27087,Minnesota,47.33,-95.81,0
27089,Minnesota,48.36,-96.37,1
27091,Minnesota,43.67,-94.55,8
27093,Minnesota,45.12,-94.53,7
27095,Minnesota,45.94,-93.63,6
27097,Minnesota,46.01,-94.27,21
26143,Michigan,44.33,-84.61,5
27099,Minnesota,43.67,-92.75,21
27103,Minnesota,44.35,-94.25,10
27105,Minnesota,43.67,-95.75,11
27107,Minnesota,47.33,-96.46,0
27109,Minnesota,44.00,-92.40,73
27111,Minnesota,46.41,-95.71,21
27113,Minnesota,48.07,-96.04,5
27115,Minnesota,46.12,-92.74,11
27117,Minnesota,44.02,-96.26,4
27119,Minnesota,47.77,-96.40,7
27121,Minnesota,45.59,-95.44,3
27101,Minnesota,44.02,-95.76,8
26141,Michigan,45.34,-83.91,3
29035,Missouri,36.94,-90.96,1
28055,Mississippi,32.73,-90.97,2
28057,Mississippi,34.28,-88.36,22
28059,Mississippi,30.54,-88.64,106
28061,Mississippi,32.02,-89.12,18
28063,Mississippi,31.73,-91.04,5
28065,Mississippi,31.57,-89.83,5
28067,Mississippi,31.62,-89.17,74
28069,Mississippi,32.75,-88.64,7
28071,Mississippi,34.36,-89.48,46
28073,Mississippi,31.21,-89.51,47
28075,Mississippi,32.40,-88.66,61
28077,Mississippi,31.55,-90.11,6
28079,Mississippi,32.75,-89.52,16
28081,Mississippi,34.29,-88.68,74
28083,Mississippi,33.56,-90.30,24
28085,Mississippi,31.53,-90.45,26
28087,Mississippi,33.47,-88.44,61
28089,Mississippi,32.63,-90.04,68
28091,Mississippi,31.23,-89.82,23
28093,Mississippi,34.76,-89.50,33
28095,Mississippi,33.89,-88.48,34
28053,Mississippi,33.13,-90.52,6
28097,Mississippi,33.49,-89.62,6
28051,Mississippi,33.12,-90.09,5
28047,Mississippi,30.51,-89.12,182
28005,Mississippi,31.17,-90.81,7
28007,Mississippi,33.09,-89.58,13
28009,Mississippi,34.82,-89.19,9
28011,Mississippi,33.80,-90.87,36
28013,Mississippi,33.94,-89.34,11
28015,Mississippi,33.45,-89.92,7
28017,Mississippi,33.92,-88.95,15
28019,Mississippi,33.35,-89.25,5
28021,Mississippi,31.97,-90.91,9
28023,Mississippi,32.04,-88.69,12
28025,Mississippi,33.65,-88.78,16
28027,Mississippi,34.23,-90.60,27
28029,Mississippi,31.87,-90.45,15
28031,Mississippi,31.63,-89.55,18
28033,Mississippi,34.88,-89.99,156
28035,Mississippi,31.19,-89.26,48
28037,Mississippi,31.48,-90.90,5
28039,Mississippi,30.86,-88.64,17
28041,Mississippi,31.21,-88.64,7
28043,Mississippi,33.77,-89.80,14
28045,Mississippi,30.42,-89.49,47
28049,Mississippi,32.27,-90.44,143
28099,Mississippi,32.75,-89.12,24
28101,Mississippi,32.40,-89.12,19
28103,Mississippi,33.11,-88.57,10
28157,Mississippi,31.16,-91.31,3
28159,Mississippi,33.09,-89.03,11
28161,Mississippi,34.03,-89.71,11
28163,Mississippi,32.78,-90.40,21
29001,Missouri,40.19,-92.60,18
29003,Missouri,39.98,-94.80,7
29005,Missouri,40.43,-95.43,1
29007,Missouri,39.22,-91.84,9
29009,Missouri,36.71,-93.83,15
29011,Missouri,37.50,-94.35,7
29013,Missouri,38.25,-94.34,8
29015,Missouri,38.30,-93.29,9
29017,Missouri,37.32,-90.03,3
29019,Missouri,38.99,-92.31,84
29021,Missouri,39.66,-94.80,33
29023,Missouri,36.71,-90.40,18
29025,Missouri,39.66,-93.98,3
29027,Missouri,38.84,-91.92,22
29029,Missouri,38.02,-92.76,22
29031,Missouri,37.38,-89.68,35
29033,Missouri,39.43,-93.51,5
28155,Mississippi,33.61,-89.28,10
28153,Mississippi,31.64,-88.70,21
28151,Mississippi,33.28,-90.94,33
28149,Mississippi,32.36,-90.83,49
28105,Mississippi,33.42,-88.88,33
28107,Mississippi,34.36,-89.95,32
28109,Mississippi,30.77,-89.59,44
28111,Mississippi,31.17,-88.99,8
28113,Mississippi,31.18,-90.40,26
28115,Mississippi,34.23,-89.04,31
28117,Mississippi,34.62,-88.52,22
28119,Mississippi,34.25,-90.29,5
28121,Mississippi,32.26,-89.95,122
28123,Mississippi,32.41,-89.54,22
28003,Mississippi,34.88,-88.58,27
28125,Mississippi,32.88,-90.82,3
28129,Mississippi,32.02,-89.51,12
28131,Mississippi,30.79,-89.12,17
28133,Mississippi,33.60,-90.59,28
28135,Mississippi,33.95,-90.17,15
28137,Mississippi,34.65,-89.94,20
28139,Mississippi,34.77,-88.91,26
28141,Mississippi,34.74,-88.24,19
28143,Mississippi,34.65,-90.37,6
28145,Mississippi,34.49,-89.01,40
28147,Mississippi,31.15,-90.10,7
28127,Mississippi,31.91,-89.92,20
28001,Mississippi,31.48,-91.35,16
30005,Montana,48.43,-108.96,2
29091,Missouri,36.77,-91.89,20
29093,Missouri,37.55,-90.77,2
29095,Missouri,39.01,-94.35,209
29097,Missouri,37.20,-94.34,69
29099,Missouri,38.26,-90.54,141
29101,Missouri,38.75,-93.81,20
29103,Missouri,40.13,-92.15,0
29105,Missouri,37.66,-92.59,15
29107,Missouri,39.07,-93.78,15
29109,Missouri,37.11,-93.83,15
29111,Missouri,40.10,-91.72,4
29113,Missouri,39.05,-90.96,23
29115,Missouri,39.87,-93.11,4
29117,Missouri,39.78,-93.55,11
29119,Missouri,36.63,-94.35,11
29121,Missouri,39.83,-92.56,9
29123,Missouri,37.48,-90.35,5
29125,Missouri,38.16,-91.92,2
29127,Missouri,39.81,-91.62,11
29129,Missouri,40.42,-93.57,1
29131,Missouri,38.21,-92.43,11
29089,Missouri,39.14,-92.70,3
29133,Missouri,36.83,-89.30,4
29087,Missouri,40.10,-95.22,1
29083,Missouri,38.38,-93.79,9
29041,Missouri,39.51,-92.96,3
29043,Missouri,36.97,-93.19,52
29045,Missouri,40.41,-91.74,3
29047,Missouri,39.31,-94.42,52
29049,Missouri,39.60,-94.40,10
29051,Missouri,38.50,-92.28,34
29053,Missouri,38.84,-92.81,7
29055,Missouri,37.98,-91.31,12
29057,Missouri,37.43,-93.85,1
29059,Missouri,37.68,-93.02,3
29061,Missouri,39.96,-93.99,3
29063,Missouri,39.89,-94.40,4
29065,Missouri,37.61,-91.51,4
29067,Missouri,36.93,-92.50,6
29069,Missouri,36.27,-90.09,11
29071,Missouri,38.41,-91.08,67
29073,Missouri,38.44,-91.51,7
29075,Missouri,40.21,-94.41,4
29077,Missouri,37.26,-93.34,166
29079,Missouri,40.11,-93.57,5
29081,Missouri,40.36,-93.99,6
29085,Missouri,37.94,-93.32,2
29135,Missouri,38.64,-92.58,8
29137,Missouri,39.50,-92.00,2
29139,Missouri,38.94,-91.47,2
29195,Missouri,39.14,-93.20,15
29197,Missouri,40.47,-92.52,2
29199,Missouri,40.45,-92.15,0
29201,Missouri,37.06,-89.56,15
29203,Missouri,37.16,-91.40,2
29205,Missouri,39.80,-92.08,2
29207,Missouri,36.86,-89.94,8
29209,Missouri,36.75,-93.45,14
29211,Missouri,40.21,-93.11,4
29213,Missouri,36.65,-93.04,29
29215,Missouri,37.32,-91.97,8
29217,Missouri,37.85,-94.34,12
29219,Missouri,38.77,-91.16,14
29221,Missouri,37.96,-90.88,13
29223,Missouri,37.11,-90.46,5
29225,Missouri,37.28,-92.88,23
29227,Missouri,40.48,-94.42,0
29229,Missouri,37.27,-92.47,12
29510,Missouri,38.64,-90.24,131
30001,Montana,45.13,-112.90,3
30003,Montana,45.42,-107.49,11
29189,Missouri,38.64,-90.45,598
29187,Missouri,37.81,-90.48,39
29186,Missouri,37.89,-90.19,6
29185,Missouri,38.04,-93.78,3
29141,Missouri,38.42,-92.89,7
29143,Missouri,36.60,-89.66,5
29145,Missouri,36.91,-94.34,20
29147,Missouri,40.36,-94.88,12
29149,Missouri,36.69,-91.40,6
29151,Missouri,38.46,-91.86,7
29153,Missouri,36.65,-92.44,6
29155,Missouri,36.21,-89.79,4
29157,Missouri,37.71,-89.83,7
29159,Missouri,38.73,-93.28,24
29039,Missouri,37.72,-93.85,5
29161,Missouri,37.88,-91.79,19
29165,Missouri,39.38,-94.77,22
29167,Missouri,37.62,-93.40,13
29169,Missouri,37.82,-92.21,19
29171,Missouri,40.48,-93.02,0
29173,Missouri,39.53,-91.52,3
29175,Missouri,39.44,-92.50,10
29177,Missouri,39.35,-93.99,12
29179,Missouri,37.36,-90.97,1
29181,Missouri,36.65,-90.86,4
29183,Missouri,38.78,-90.67,201
29163,Missouri,39.34,-91.17,7
29037,Missouri,38.65,-94.35,56
31093,Nebraska,41.22,-98.52,1
30061,Montana,47.15,-115.00,1
30063,Montana,47.04,-113.92,55
30065,Montana,46.50,-108.39,1
30067,Montana,45.49,-110.53,6
30069,Montana,47.12,-108.25,0
30071,Montana,48.26,-107.91,1
30073,Montana,48.23,-112.23,1
30075,Montana,45.40,-105.64,0
30077,Montana,46.86,-112.94,8
30079,Montana,46.86,-105.38,0
30081,Montana,46.09,-114.12,14
30083,Montana,47.79,-104.56,7
30085,Montana,48.30,-105.01,5
30087,Montana,46.23,-106.73,3
30089,Montana,47.68,-115.13,5
30091,Montana,48.72,-104.50,1
30093,Montana,45.90,-112.66,14
30095,Montana,45.67,-109.40,3
30097,Montana,45.81,-109.94,1
30099,Montana,47.84,-112.24,2
30101,Montana,48.66,-111.69,5
30059,Montana,46.60,-110.89,0
30103,Montana,46.21,-107.27,0
30057,Montana,45.30,-111.92,6
30053,Montana,48.54,-115.40,13
30011,Montana,45.52,-104.54,0
30013,Montana,47.31,-111.35,32
30015,Montana,47.88,-110.44,3
30017,Montana,46.25,-105.57,5
30019,Montana,48.78,-105.55,2
30021,Montana,47.27,-104.89,4
30023,Montana,46.06,-113.07,4
30025,Montana,46.33,-104.42,1
30027,Montana,47.26,-109.22,5
30029,Montana,48.30,-114.05,50
30031,Montana,45.54,-111.17,93
30033,Montana,47.28,-107.00,0
30035,Montana,48.71,-112.99,5
30037,Montana,46.38,-109.18,0
30039,Montana,46.41,-113.44,1
30041,Montana,48.63,-110.11,8
30043,Montana,46.15,-112.09,7
30045,Montana,47.05,-110.27,0
30047,Montana,47.65,-114.09,16
30049,Montana,47.13,-112.39,45
30051,Montana,48.56,-111.02,0
30055,Montana,47.64,-105.79,0
30105,Montana,48.36,-106.67,3
30107,Montana,46.47,-109.85,0
30109,Montana,46.96,-104.25,0
31051,Nebraska,42.49,-96.87,1
31053,Nebraska,41.58,-96.66,26
31055,Nebraska,41.30,-96.15,355
31057,Nebraska,40.18,-101.69,2
31059,Nebraska,40.52,-97.60,2
31061,Nebraska,40.18,-98.95,0
31063,Nebraska,40.53,-100.39,1
31065,Nebraska,40.18,-99.91,2
31067,Nebraska,40.26,-96.69,7
31069,Nebraska,41.62,-102.33,1
31071,Nebraska,41.91,-98.99,0
31073,Nebraska,40.51,-99.83,0
31075,Nebraska,41.92,-101.74,0
31077,Nebraska,41.57,-98.52,0
31079,Nebraska,40.87,-98.50,36
31081,Nebraska,40.87,-98.02,6
31083,Nebraska,40.18,-99.40,0
31085,Nebraska,40.52,-101.06,0
31087,Nebraska,40.18,-101.04,1
31089,Nebraska,42.46,-98.78,3
31091,Nebraska,41.92,-101.14,0
31049,Nebraska,41.11,-102.33,0
31047,Nebraska,40.87,-99.82,10
31045,Nebraska,42.72,-103.13,2
31043,Nebraska,42.39,-96.57,18
30111,Montana,45.94,-108.27,57
31001,Nebraska,40.52,-98.50,14
31003,Nebraska,42.18,-98.07,1
31005,Nebraska,41.57,-101.70,0
31007,Nebraska,41.55,-103.71,0
31009,Nebraska,41.91,-99.98,0
31011,Nebraska,41.71,-98.07,2
31013,Nebraska,42.22,-103.09,3
31015,Nebraska,42.90,-98.76,0
31017,Nebraska,42.43,-99.93,0
30009,Montana,45.23,-109.03,4
31019,Nebraska,40.85,-99.08,20
31023,Nebraska,41.23,-97.13,2
31025,Nebraska,40.91,-96.14,15
31027,Nebraska,42.60,-97.25,3
31029,Nebraska,40.52,-101.70,2
31031,Nebraska,42.55,-101.12,0
31033,Nebraska,41.22,-102.99,3
31035,Nebraska,40.52,-98.05,3
31037,Nebraska,41.57,-97.09,4
31039,Nebraska,41.92,-96.79,6
31041,Nebraska,41.39,-99.73,6
31021,Nebraska,41.85,-96.33,2
30007,Montana,46.33,-111.50,2
35009,New Mexico,34.57,-103.35,32
31149,Nebraska,42.42,-99.45,0
31151,Nebraska,40.52,-97.14,6
31153,Nebraska,41.11,-96.11,113
31155,Nebraska,41.23,-96.64,18
31157,Nebraska,41.85,-103.71,24
31159,Nebraska,40.87,-97.14,5
31161,Nebraska,42.50,-102.41,1
31163,Nebraska,41.22,-98.98,1
31165,Nebraska,42.49,-103.76,0
31167,Nebraska,41.92,-97.19,1
31169,Nebraska,40.18,-97.60,3
31171,Nebraska,41.91,-100.56,0
31173,Nebraska,42.16,-96.54,2
31175,Nebraska,41.57,-98.98,2
31177,Nebraska,41.53,-96.22,11
31179,Nebraska,42.21,-97.12,2
31181,Nebraska,40.18,-98.50,2
31183,Nebraska,41.91,-98.53,0
31185,Nebraska,40.87,-97.60,8
32001,Nevada,39.58,-118.34,20
32003,Nevada,36.21,-115.01,1984
31147,Nebraska,40.12,-95.72,4
32005,Nevada,38.91,-119.62,20
31145,Nebraska,40.18,-100.48,8
31141,Nebraska,41.57,-97.52,11
31099,Nebraska,40.51,-98.95,1
31101,Nebraska,41.20,-101.66,2
31103,Nebraska,42.88,-99.71,0
31105,Nebraska,41.20,-103.71,1
31107,Nebraska,42.64,-97.89,6
31109,Nebraska,40.78,-96.69,183
31111,Nebraska,41.05,-100.75,17
31113,Nebraska,41.57,-100.48,0
31115,Nebraska,41.91,-99.45,0
31117,Nebraska,41.57,-101.06,0
31119,Nebraska,41.92,-97.60,14
31121,Nebraska,41.17,-98.04,6
31123,Nebraska,41.72,-103.01,3
31125,Nebraska,41.40,-97.99,1
31127,Nebraska,40.39,-95.85,3
31129,Nebraska,40.18,-98.05,1
31131,Nebraska,40.65,-96.13,8
31133,Nebraska,40.13,-96.24,1
31135,Nebraska,40.85,-101.65,1
31137,Nebraska,40.51,-99.41,5
31139,Nebraska,42.26,-97.60,2
31143,Nebraska,41.19,-97.57,6
32007,Nevada,41.15,-115.36,17
32009,Nevada,37.78,-117.63,0
32011,Nevada,39.98,-116.27,0
34011,New Jersey,39.37,-75.11,136
34013,New Jersey,40.79,-74.25,544
34015,New Jersey,39.72,-75.14,238
34017,New Jersey,40.74,-74.08,562
34019,New Jersey,40.56,-74.91,75
34021,New Jersey,40.28,-74.70,211
34023,New Jersey,40.44,-74.41,647
34025,New Jersey,40.27,-74.22,582
34027,New Jersey,40.86,-74.55,329
34029,New Jersey,39.89,-74.28,558
34031,New Jersey,41.03,-74.30,322
34033,New Jersey,39.59,-75.35,53
34035,New Jersey,40.56,-74.62,189
34037,New Jersey,41.14,-74.69,119
34039,New Jersey,40.66,-74.31,401
34041,New Jersey,40.86,-75.00,71
35001,New Mexico,35.05,-106.67,367
35003,New Mexico,33.92,-108.40,0
35005,New Mexico,33.36,-104.47,56
35006,New Mexico,34.91,-108.00,14
35007,New Mexico,36.61,-104.65,7
34009,New Jersey,39.15,-74.80,62
34007,New Jersey,39.80,-74.96,366
34005,New Jersey,39.88,-74.67,338
34003,New Jersey,40.96,-74.07,601
32013,Nevada,41.41,-118.11,8
32015,Nevada,39.93,-117.04,2
32017,Nevada,37.64,-114.88,2
32019,Nevada,39.02,-119.19,20
32021,Nevada,38.54,-118.43,1
32023,Nevada,38.04,-116.47,25
32027,Nevada,40.44,-118.40,28
32029,Nevada,39.45,-119.53,1
32031,Nevada,40.67,-119.66,266
32033,Nevada,39.44,-114.90,5
31097,Nebraska,40.39,-96.27,4
32510,Nevada,39.16,-119.75,35
33003,New Hampshire,43.87,-71.20,22
33005,New Hampshire,42.92,-72.25,44
33007,New Hampshire,44.69,-71.31,20
33009,New Hampshire,43.94,-71.82,30
33011,New Hampshire,42.92,-71.72,342
33013,New Hampshire,43.30,-71.68,79
33015,New Hampshire,42.98,-71.13,212
33017,New Hampshire,43.29,-71.02,89
33019,New Hampshire,43.36,-72.22,26
34001,New Jersey,39.48,-74.66,261
33001,New Hampshire,43.52,-71.42,35
31095,Nebraska,40.18,-97.14,2
37021,North Carolina,35.61,-82.53,180
36001,New York,42.60,-73.98,294
36003,New York,42.26,-78.03,32
36005,New York,40.85,-73.86,1286
36007,New York,42.16,-75.81,184
36009,New York,42.25,-78.68,55
36011,New York,42.91,-76.56,94
36013,New York,42.23,-79.37,127
36015,New York,42.14,-76.76,66
36017,New York,42.49,-75.61,34
36019,New York,44.75,-73.68,67
36021,New York,42.25,-73.63,53
36023,New York,42.60,-76.07,35
36025,New York,42.20,-74.97,19
36027,New York,41.76,-73.74,291
36029,New York,42.76,-78.73,669
36031,New York,44.12,-73.77,24
36033,New York,44.59,-74.30,24
36035,New York,43.11,-74.42,51
36037,New York,43.00,-78.19,60
36039,New York,42.28,-74.12,45
36041,New York,43.66,-74.50,2
35061,New Mexico,34.72,-106.81,40
36043,New York,43.42,-74.96,92
35059,New Mexico,36.48,-103.47,1
35055,New Mexico,36.58,-105.63,13
35015,New Mexico,32.47,-104.31,63
35017,New Mexico,32.74,-108.38,18
35019,New Mexico,34.86,-104.79,2
35021,New Mexico,35.86,-103.82,0
35023,New Mexico,31.91,-108.72,2
35025,New Mexico,32.79,-103.41,51
35027,New Mexico,33.75,-105.46,15
35028,New Mexico,35.87,-106.31,6
35029,New Mexico,32.18,-107.75,19
35031,New Mexico,35.58,-108.26,71
35033,New Mexico,36.01,-104.95,1
35035,New Mexico,32.61,-105.74,29
35037,New Mexico,35.10,-103.55,3
35039,New Mexico,36.51,-106.69,41
35041,New Mexico,34.02,-103.48,12
35043,New Mexico,35.69,-106.87,89
35045,New Mexico,36.51,-108.32,129
35047,New Mexico,35.48,-104.82,12
35049,New Mexico,35.51,-105.98,75
35051,New Mexico,33.13,-107.19,7
35053,New Mexico,34.01,-106.93,6
35057,New Mexico,34.64,-105.85,5
36045,New York,44.04,-75.95,88
36047,New York,40.64,-73.95,1970
36049,New York,43.78,-75.45,37
36103,New York,40.88,-72.80,2013
36105,New York,41.72,-74.76,46
36107,New York,42.17,-76.31,32
36109,New York,42.45,-76.47,37
36111,New York,41.89,-74.26,127
36113,New York,43.56,-73.84,57
36115,New York,43.31,-73.43,42
36117,New York,43.15,-77.03,69
36119,New York,41.16,-73.76,958
36121,New York,42.70,-78.22,50
36123,New York,42.64,-77.10,19
37001,North Carolina,36.04,-79.40,148
37003,North Carolina,35.92,-81.18,38
37005,North Carolina,36.49,-81.13,8
37007,North Carolina,34.97,-80.10,26
37009,North Carolina,36.43,-81.50,22
37011,North Carolina,36.08,-81.92,16
37013,North Carolina,35.49,-76.84,56
37015,North Carolina,36.07,-76.97,13
37017,North Carolina,34.61,-78.56,31
37019,North Carolina,34.07,-78.23,87
36101,New York,42.27,-77.38,73
36099,New York,42.78,-76.82,26
36097,New York,42.39,-76.88,11
36095,New York,42.59,-74.44,21
36051,New York,42.73,-77.78,52
36053,New York,42.92,-75.67,52
36055,New York,43.15,-77.69,648
36057,New York,42.90,-74.44,57
36059,New York,40.74,-73.59,1680
36061,New York,40.77,-73.97,930
36063,New York,43.20,-78.75,225
36065,New York,43.24,-75.44,290
36067,New York,43.00,-76.20,405
36069,New York,42.85,-77.31,90
35013,New Mexico,32.35,-106.83,158
36071,New York,41.40,-74.30,341
36075,New York,43.43,-76.15,91
36077,New York,42.63,-75.03,31
36079,New York,41.43,-73.75,104
36081,New York,40.71,-73.82,2065
36083,New York,42.71,-73.51,160
36085,New York,40.59,-74.15,626
36087,New York,41.15,-74.03,276
36089,New York,44.50,-75.07,95
36091,New York,43.11,-73.87,225
36093,New York,42.82,-74.05,170
36073,New York,43.25,-78.23,34
35011,New Mexico,34.34,-104.41,1
38021,North Dakota,46.11,-98.50,2
37077,North Carolina,36.30,-78.65,50
37079,North Carolina,35.49,-77.68,15
37081,North Carolina,36.08,-79.79,431
37083,North Carolina,36.26,-77.66,58
37085,North Carolina,35.37,-78.87,92
37087,North Carolina,35.55,-82.98,50
37089,North Carolina,35.34,-82.48,100
37091,North Carolina,36.36,-76.98,19
37093,North Carolina,35.02,-79.24,37
37095,North Carolina,35.42,-76.15,14
37097,North Carolina,35.81,-80.87,189
37099,North Carolina,35.29,-83.14,31
37101,North Carolina,35.52,-78.37,166
37103,North Carolina,35.02,-77.36,7
37105,North Carolina,35.48,-79.18,55
37107,North Carolina,35.24,-77.64,59
37109,North Carolina,35.49,-81.22,107
37111,North Carolina,35.68,-82.05,56
37113,North Carolina,35.15,-83.42,38
37115,North Carolina,35.85,-82.71,17
37117,North Carolina,35.84,-77.11,24
37075,North Carolina,35.35,-83.83,6
37119,North Carolina,35.24,-80.83,973
37073,North Carolina,36.45,-76.70,7
37069,North Carolina,36.08,-78.29,58
37027,North Carolina,35.95,-81.55,90
37029,North Carolina,36.34,-76.16,8
37031,North Carolina,34.89,-76.54,45
37033,North Carolina,36.39,-79.33,23
37035,North Carolina,35.66,-81.21,189
37037,North Carolina,35.70,-79.26,31
37039,North Carolina,35.13,-84.06,26
37041,North Carolina,36.13,-76.60,14
37043,North Carolina,35.06,-83.74,10
37045,North Carolina,35.34,-81.55,121
37047,North Carolina,34.27,-78.66,58
37049,North Carolina,35.12,-77.08,82
37051,North Carolina,35.05,-78.83,242
37053,North Carolina,36.36,-75.96,18
37055,North Carolina,35.67,-75.72,29
37057,North Carolina,35.79,-80.21,179
37059,North Carolina,35.93,-80.54,37
37061,North Carolina,34.93,-77.93,43
37063,North Carolina,36.04,-78.88,187
37065,North Carolina,35.91,-77.59,32
37067,North Carolina,36.13,-80.25,288
37071,North Carolina,35.29,-81.17,259
37121,North Carolina,36.01,-82.16,6
37123,North Carolina,35.33,-79.90,34
37125,North Carolina,35.31,-79.48,86
37179,North Carolina,34.99,-80.53,247
37181,North Carolina,36.37,-78.41,42
37183,North Carolina,35.79,-78.65,849
37185,North Carolina,36.40,-78.11,13
37187,North Carolina,35.84,-76.57,13
37189,North Carolina,36.23,-81.70,32
37191,North Carolina,35.36,-78.00,69
37193,North Carolina,36.21,-81.16,62
37195,North Carolina,35.71,-77.92,81
37197,North Carolina,36.16,-80.66,39
37199,North Carolina,35.90,-82.31,11
38001,North Dakota,46.10,-102.53,3
38003,North Dakota,46.94,-98.07,4
38005,North Dakota,48.07,-99.36,1
38007,North Dakota,47.02,-103.38,0
38009,North Dakota,48.79,-100.84,1
38011,North Dakota,46.11,-103.52,4
38013,North Dakota,48.79,-102.52,0
38015,North Dakota,46.98,-100.46,25
38017,North Dakota,46.93,-97.24,49
38019,North Dakota,48.77,-98.47,1
37177,North Carolina,35.87,-76.17,3
37175,North Carolina,35.20,-82.80,30
37173,North Carolina,35.49,-83.49,17
37171,North Carolina,36.42,-80.69,80
37127,North Carolina,35.97,-77.98,70
37129,North Carolina,34.26,-77.87,161
37131,North Carolina,36.42,-77.40,18
37133,North Carolina,34.73,-77.43,168
37135,North Carolina,36.06,-79.12,66
37137,North Carolina,35.15,-76.67,8
37139,North Carolina,36.27,-76.25,36
37141,North Carolina,34.52,-77.90,59
37143,North Carolina,36.18,-76.41,9
37145,North Carolina,36.39,-78.97,35
37025,North Carolina,35.39,-80.55,206
37147,North Carolina,35.60,-77.37,163
37151,North Carolina,35.71,-79.81,131
37153,North Carolina,35.00,-79.74,41
37155,North Carolina,34.64,-79.10,143
37157,North Carolina,36.40,-79.78,81
37159,North Carolina,35.64,-80.52,170
37161,North Carolina,35.40,-81.92,87
37163,North Carolina,34.99,-78.37,53
37165,North Carolina,34.84,-79.48,28
37167,North Carolina,35.32,-80.25,73
37169,North Carolina,36.40,-80.24,47
37149,North Carolina,35.28,-82.17,21
37023,North Carolina,35.75,-81.71,91
39115,Ohio,39.62,-81.85,9
38077,North Dakota,46.26,-96.95,6
